movie_id,title,tags
612,Munich,paris assassination israel hotelroom 1970s hostage intelligence olympicgames munich mossad israeli palestinian beirut ailulalaswad plo bombconstructor baader-meinhofgroup olympianvillage revenge ericbana danielcraig ciaránhinds stevenspielberg drama action history thriller
9567,Tears of the Sun,u.s.army nigeria president brucewillis monicabellucci colehauser antoinefuqua action drama war
37821,Killers,assassin katherineheigl ashtonkutcher tomselleck robertluketic action comedy thriller romance
203801,The Man from U.N.C.L.E.,spy coldwar remake basedontvseries buddycop russianspy americanspy henrycavill armiehammer aliciavikander guyritchie comedy action adventure
2539,Spanglish,upperclass mother singleparent parentskidsrelationship wifehusbandrelationship cook milieu illegalimmigration immigrant languagebarrier family'sdailylife platoniclove deceivedhusband classsociety hysteria biography unitedstates–mexicobarrier relationshipproblems class languagecourse single motherdaughterrelationship american mexican fatherfigure adamsandler téaleoni pazvega jamesl.brooks comedy
9297,Monster House,monster secret toy children neighbor mission child ryannewman stevebuscemi mitchelmusso gilkenan animation comedy family fantasy
3172,Bandits,prison brucewillis billybobthornton cateblanchett barrylevinson action comedy crime romance
6520,First Knight,camelot knight kingarthur excalibur knightsoftheroundtable seanconnery richardgere juliaormond jerryzucker action adventure drama romance
1439,Anna and the King,civilwar fathersonrelationship eastindiatradingcompany traitor deathpenalty thailand palace burma daughter royalty teacher battle denunciation jodiefoster chowyun-fat bailing andytennant drama history romance
37958,Immortals,poison army zeus poseidon spear mickeyrourke kellanlutz isabellucas tarsemsingh fantasy action drama
2026,Hostage,fbi kidnapping policeoperation homeinvasion hostagesituation hostagenegotiator brucewillis kevinpollak jimmybennett florent-emiliosiri mystery drama thriller crime
7450,Titan A.E.,monster galaxy dystopia space alien animation mission mattdamon billpullman drewbarrymore garygoldman donbluth animation action sciencefiction family adventure
11375,Hollywood Homicide,rapmusic hitman harrisonford joshhartnett lenaolin ronshelton action adventure comedy thriller
9425,Soldier,spacemarine dystopia alienplanet geneticengineering kurtrussell jasonscottlee jasonisaacs paulw.s.anderson action war sciencefiction
25769,Carriers,beach desperation infection survival biohazard disease trust virus pandemic loutaylorpucci chrispine piperperabo àlexpastor davidpastor action drama horror sciencefiction thriller
23685,Monkeybone,parallelworld organdonation horninessagent aftercreditsstinger brendanfraser bridgetfonda johnturturro henryselick adventure fantasy animation action comedy
11866,Flight of the Phoenix,robbery water gobidesert disaster airplanecrash struggleforsurvival desert dennisquaid tyresegibson giovanniribisi johnmoore action adventure drama thriller
9741,Unbreakable,fathersonrelationship trainaccident comicbook marriagecrisis invulnerability superhero suspense superpowers brucewillis samuell.jackson robinwright m.nightshyamalan sciencefiction thriller drama
211672,Minions,assistant aftercreditsstinger duringcreditsstinger evilmastermind minions 3d sandrabullock jonhamm michaelkeaton kylebalda pierrecoffin family animation adventure comedy
23629,Sucker Punch,brothel fantasy asylum reality escape robot violence inmate alternative imagination lobotomy emilybrowning abbiecornish jenamalone zacksnyder action fantasy thriller
8688,Snake Eyes,casino politicalactivism boxer missionofmurder boxingmatch suspense policeofficer witnesstomurder nicolascage garysinise johnheard briandepalma crime mystery
10153,Sphere,ocean extraterrestrialtechnology spacemarine paranoia raumschiffabsturz alien psychologist oceanfloor deepsea dustinhoffman sharonstone samuell.jackson barrylevinson sciencefiction
153518,The Angry Birds Movie,island bird pig talkinganimal basedonvideogame angermanagement 3d jasonsudeikis joshgad dannymcbride fergalreilly claykaytis family animation
8676,Fool's Gold,helicopter cemetery boat mexicanstandoff sword cave shipwreck yacht bahamas jetski treasurehunt rivalry scubadiving gangster underwater divorce heiress ex-husbandex-wiferelationship henchmen matthewmcconaughey katehudson donaldsutherland andytennant romance comedy adventure
20829,Funny People,comedian cancer bromance stand-upcomedian adamsandler sethrogen lesliemann juddapatow comedy drama
4349,The Kingdom,assassination assassin terrorist explosive fbi chase saudiarabia investigation police medicalexaminer terrorism fbiagent arab bombattack jamiefoxx jennifergarner chriscooper peterberg thriller action drama
9718,Talladega Nights: The Ballad of Ricky Bobby,northcarolina prayer familydinner advertising divorce motor automobileracing nascar dogtrainer carmovie sportcompetition psychosomaticillness frenchstereotype aftercreditsstinger duringcreditsstinger willferrell johnc.reilly sachabaroncohen adammckay comedy
10808,Dr. Dolittle 2,veterinarian forest bear animal animalprotection eddiemurphy kristenwilson raven-symoné stevecarr comedy family romance fantasy
197,Braveheart,individual scotland inlovewithenemy legend independence idealism revolt tyranny melgibson catherinemccormack sophiemarceau melgibson action drama history war
25,Jarhead,sniper marinecorps saudiarabia petrol golfwar u.s.marine jamiefoxx jakegyllenhaal scottmacdonald sammendes drama war
35,The Simpsons Movie,fathersonrelationship lake springfield thesimpsons duffbeer garbage pig pollution environmentalprotectionagency quarantine alcoholism love alaska dysfunctionalfamily dysfunctionalmarriage ecology savinglives firstlove duringcreditsstinger donuts dancastellaneta juliekavner nancycartwright davidsilverman animation comedy family
11086,The Majestic,california falselyaccused prosecution anti-communism hollywood writer jimcarrey martinlandau laurieholden frankdarabont drama romance
10477,Driven,competition running career idol racingcar kippardue robertseanleonard tilschweiger rennyharlin action
1997,Two Brothers,brotherbrotherrelationship lossofbrother cambodia chase tiger governor royalty travellingcircus archaeologist maïanhle guypearce oanhnguyen jean-jacquesannaud adventure drama family
6947,The Village,secret forest ruralsetting blindness courtship mentallyhandicappedman humannature aura romantic villagecouncil brycedallashoward joaquinphoenix adrienbrody m.nightshyamalan drama mystery thriller
3050,Doctor Dolittle,talkingtoanimals womandirector eddiemurphy ossiedavis oliverplatt bettythomas comedy family fantasy
2675,Signs,symbolism water farm faith alien familyrelationships ruralsetting alieninvasion rural cropcircle alienattack ruralpennsylvania ruralamerica ruralfarm lossoffaith alienencounter melgibson joaquinphoenix roryculkin m.nightshyamalan drama thriller sciencefiction mystery
809,Shrek 2,prison magic liberation honeymoon parents-in-law kingdom enchantment dancingscene transformation fairy-talefigure mikemyers eddiemurphy camerondiaz andrewadamson kellyasbury conradvernon adventure animation comedy family fantasy
920,Cars,carrace carjourney villageandtown auto route66 wrecker porsche retirement media friendship sport anthropomorphism losangeles roadmovie aftercreditsstinger duringcreditsstinger owenwilson paulnewman bonniehunt johnlasseter joeranft animation adventure comedy family
4806,Runaway Bride,smalltown self-discovery justmarried reporter wedding relationship juliaroberts richardgere joancusack garrymarshall comedy romance
7451,xXx,sportscar biologicalweapon coldwar russian prague mission athlete nsaagent adrenalinejunkie thrillseeker vindiesel asiaargento samuell.jackson robcohen action adventure thriller
228165,The SpongeBob Movie: Sponge Out of Water,ocean sea star water comedy sponge spongebob liveactionandanimation tomkenny billfagerbakke rodgerbumpass paultibbitt animation adventure comedy family
3595,Ransom,bounty lossofchild yellowpress fbi baby-snatching suspense fbiagent millionaire melgibson garysinise delroylindo ronhoward action thriller
16869,Inglourious Basterds,paris guerrilla cinema selfsacrifice dynamite mexicanstandoff worldwarii jewpersecution jew nazis masochism sadism scalp winstonchurchill knifeinhand antisemitism gore swastika bloodbath germanoccupationoffrance violence gunviolence bradpitt mélanielaurent christophwaltz quentintarantino drama action thriller war
879,Hook,flying swordplay sword fantasy peterpan daughter fairy-talefigure rescue robinwilliams dustinhoffman juliaroberts stevenspielberg adventure fantasy comedy family
1573,Die Hard 2,ambush helicopter journalist basedonnovel airport handgrenade fistfight cop sequel snow dullesinternationalairport shootout officerinvolvedshooting terrorism explosion church violence sabotage walkietalkie swatteam airtrafficcontrol commandounit snowmobile brucewillis bonniebedelia williamatherton rennyharlin action thriller
9257,S.W.A.T.,liberation transportofprisoners specialunit weapon losangeles samuell.jackson colinfarrell michellerodriguez clarkjohnson action thriller crime
1903,Vanilla Sky,amnesia ex-girlfriend virtualreality tomcruise penélopecruz camerondiaz cameroncrowe drama mystery romance sciencefiction thriller
9697,Lady in the Water,fortuneteller religionandsupernatural supernaturalpowers mythicalcreature hell swimmingpool nixe aftercreditsstinger paulgiamatti jeffreywright bobbalaban m.nightshyamalan drama thriller fantasy mystery
395,AVP: Alien vs. Predator,savingtheworld predator laserpointer spacemarine pyramid praise alien xenomorph sanaalathan raoulbova ewenbremner paulw.s.anderson adventure sciencefiction action
23398,Alvin and the Chipmunks: The Squeakquel,chipmunk cgi basedontvseries aftercreditsstinger duringcreditsstinger womandirector zacharylevi davidcross jasonlee bettythomas comedy family animation fantasy music
10590,We Were Soldiers,vietnamveteran missile vietnamwar army major basedontruestory steelhelmet soldier explosion battle bayonet death vietnamese melgibson gregkinnear madeleinestowe randallwallace action history war
117263,Olympus Has Fallen,whitehouse secretservice terroristattack gerardbutler aaroneckhart angelabassett antoinefuqua action thriller
200,Star Trek: Insurrection,spaceopera retribution spacecraftofficer explodingship patrickstewart jonathanfrakes brentspiner jonathanfrakes sciencefiction action adventure thriller
44943,Battle: Los Angeles,savingtheworld hero marinecorps chaos retirement survivor meteor spaceinvasion alien battlefield survival sergeant losangeles battle danger escapade u.s.marine heroicmission evilalien chaosandmayham aaroneckhart ramónrodríguez willrothhaar jonathanliebesman action sciencefiction
587,Big Fish,circus fathersonrelationship witch fish fishing loveofone'slife leech storyteller apoplecticstroke fair mermaid cancer relationship youth gentlegiant ewanmcgregor albertfinney billycrudup timburton adventure fantasy drama
10395,Wolf,adultery heal bite werewolf jacknicholson christopherplummer jamesspader mikenichols fantasy
57212,War Horse,worldwari horse farmlife execution trapped alcoholic cavalry plowing artillery tomhiddleston benedictcumberbatch tobykebbell stevenspielberg drama war
152760,The Monuments Men,worldwarii nazis arttheft postworldwarii mattdamon cateblanchett georgeclooney georgeclooney war drama history action
2756,The Abyss,ocean sea divingsuit flyingsaucer nuclearmissile alienlife-form insanity scubadiving underwater scuba deepsea trappedunderwater  thalassophobia edharris maryelizabethmastrantonio michaelbiehn jamescameron adventure action thriller sciencefiction
33909,Wall Street: Money Never Sleeps,duringcreditsstinger michaeldouglas shialabeouf joshbrolin oliverstone drama crime
49017,Dracula Untold,vampire dracula bite battle 15thcentury ottomanempire vlad fangvamp tepes lukeevans sarahgadon dominiccooper garyshore horror action drama fantasy war
9882,The Siege,islam muslim carbomb fbiagent denzelwashington annettebening brucewillis edwardzwick drama action thriller crime
2270,Stardust,witch basedonnovel newlove prince beauty star kingdom wall fallingstar royalty unrequitedlove goodvsevil fratricide clairedanes charliecox michellepfeiffer matthewvaughn adventure fantasy romance family
978,Seven Years in Tibet,buddhism himalaya austria mountains buddhistmonk worldwarii prisonersofwar monsoon tibet dalailama mountaineer lhasa wedding bradpitt jamyangjamtshowangchuk davidthewlis jean-jacquesannaud adventure drama history
44564,The Dilemma,adultery infidelity secret investigation friendship partner love friends dilemma cheatingonpartner bestfriend kevinjames vincevaughn winonaryder ronhoward comedy drama
3132,Bad Company,ambush cia assassin nightclub hustler hiddencamera decoy undercoveragent twinbrother deception betrayal mistakenidentity shootout espionage footchase carchase silencer surveillance agent impersonation langleyvirginia oddcouple anthonyhopkins chrisrock peterstormare joelschumacher action adventure comedy thriller
8814,Doom,teleportation basedonvideogame severedear futurewar wisecrackhumor commandomission dwaynejohnson karlurban rosamundpike andrzejbartkowiak adventure action horror
8427,I Spy,budapest kidnapping boxer secretagent liberationofhostage hostage-taking womandirector eddiemurphy owenwilson famkejanssen bettythomas action adventure comedy thriller
52520,Underworld: Awakening,vampire daughter hybrid childvampire werewolf imax labexperiment werewolfchild fangvamp katebeckinsale stephenrea michaelealy månsmårlind björnstein fantasy action horror
80585,Rock of Ages,musical rocker teenager younglove rocksta juliannehough diegoboneta tomcruise adamshankman comedy drama music romance
10592,Hart's War,blackpeople worldwarii prisonersofwar u.s.army war escape tribunal trial soldier militarytribunal xenophobia brucewillis colinfarrell terrencehoward gregoryhoblit drama war
49021,Killer Elite,rescue jasonstatham cliveowen robertdeniro garymckendry action adventure thriller
11535,Rollerball,manager arena dystopia wrestling sport roller-skating motorcycleracing rollerskating futuresport chrisklein llcoolj rebeccaromijn johnmctiernan action sciencefiction thriller
10550,Ballistic: Ecks vs. Sever,lossoffamily enemy adversary agent antoniobanderas lucyliu gregghenry wychkaosayananda action adventure thriller
11258,Hard Rain,sheriff rain evacuation armoredcar crook hoodlum morganfreeman christianslater randyquaid mikaelsalomon thriller
12610,Osmosis Jones,cold flu lethalvirus constructionworker chrisrock laurencefishburne davidhydepierce bobbyfarrelly peterfarrelly adventure animation action comedy family
59981,Legends of Oz: Dorothy's Return,leamichele danaykroyd patrickstewart danst.pierre animation music family
201088,Blackhat,terrorist technology antihero hacker computervirus nationalsecurityagency(nsa) raceagainsttime computer malaysia nuclearpowerplant suspense betrayal conspiracy ontherun fugitive shootout hacking terrorism catandmouse oneagainstmany computerhacker noopeningcredits terroristplot stockexchange cybercrime cyberterrorism chinesemilitary cyberterrorist cyberthriller chrishemsworth leehomwang tangwei michaelmann crime drama mystery
5137,Sky Captain and the World of Tomorrow,londonengland himalaya journalist killerrobot computerwar robot judelaw gwynethpaltrow giovanniribisi kerryconran mystery action thriller sciencefiction adventure
3093,Basic Instinct 2,malenudity sex legs soholondon playinggod jacuzzi sharonstone davidmorrissey charlotterampling michaelcaton-jones crime mystery thriller
107846,Escape Plan,prison muslim ship mystery sciencefiction escape crime prisonescape ciaagent sylvesterstallone arnoldschwarzenegger jimcaviezel mikaelhåfström action thriller
188207,The Legend of Hercules,mythology zeus ancientgreece demigod cityofargos mistakenparentage kellanlutz liammcintyre gaiaweiss rennyharlin action adventure
4614,The Sum of All Fears,cia terrorist atomicbomb coldwar nuclearexplosion jackryan benaffleck morganfreeman jamescromwell philaldenrobinson thriller action drama
24021,The Twilight Saga: Eclipse,vampire graduation bite immortality werewolf fangvamp kristenstewart robertpattinson taylorlautner davidslade adventure fantasy drama romance
11371,The Score,quebec jewel scepter customshouse jewelryheist blueprint assumedidentity schematic voiceover surveillancecamera onelastjob robertdeniro edwardnorton marlonbrando frankoz action crime thriller
20352,Despicable Me,adoptivefather orphanage life'sdream rivalry stealing ballet littlegirl orphan fatherdaughterrelationship tomboy mothersonrelationship intelligent kids evildoctor duringcreditsstinger minions supervillain 3d despicable cattivissimo stevecarell jasonsegel russellbrand pierrecoffin chrisrenaud animation family
11517,Money Train,brotherbrotherrelationship subway newyorkcity newyorksubway trainrobbery wesleysnipes woodyharrelson jenniferlopez josephruben action comedy crime
214756,Ted 2,spermbank sequel buddy courthouse teddybear aftercreditsstinger toycomestolife married markwahlberg sethmacfarlane amandaseyfried sethmacfarlane comedy
26428,Agora,christianity philosophy egypt newlove war cult historicalfigure history swordfight ancientworld destiny fallinlove hypatia misogyny persecution libraryofalexandria politicalunrest impossiblelove falsehistory powerrelations unfulfillment masterandservant loveandromance unfulfilledlove rachelweisz maxminghella oscarisaac alejandroamenábar adventure drama history
9824,Mystery Men,bowling hostage sphinx training insaneasylum tools frankenstein casanova superhero basedoncomicbook independentfilm comedy spoof skull shovel disco superherospoof invisibleman darkhorsecomics invisibility rajah bowlingball spleen evilgenius benstiller geoffreyrush claireforlani kinkausher adventure fantasy action comedy sciencefiction
48988,Hall Pass,wifehusbandrelationship daydream marriage freedom friends owenwilson jasonsudeikis jennafischer bobbyfarrelly peterfarrelly comedy
9008,The Insider,spy newspaper research interview tobacco insider conspiracytheory reporter whistleblower columbiabroadcastingsystem(cbs) tobaccoindustry alpacino russellcrowe christopherplummer michaelmann drama thriller
300673,The Finest Hours,coastguard basedontruestory survival rescuemission stormatsea sinkingship 1950s 3d chrispine caseyaffleck benfoster craiggillespie action drama history thriller
12113,Body of Lies,terror falselyaccused basedonnovel dyinganddeath jordan dubai intelligenceagency beating leonardodicaprio russellcrowe markstrong ridleyscott action drama thriller
38778,Dinner for Schmucks,mouse idiot mindcontrol taxidermy aftercreditsstinger duringcreditsstinger stevecarell paulrudd stephanieszostak jayroach comedy
72331,Abraham Lincoln: Vampire Hunter,usapresident vampire steamlocomotive americancivilwar 19thcentury abrahamlincoln 3d benjaminwalker dominiccooper anthonymackie timurbekmambetov action fantasy horror
1844,Entrapment,"londonengland newyear'seve skyscraper burglar distrust undercover blackmail nudity thief heist oldermanyoungerwomanrelationship artthief criminal arttheft millennium manhattan,newyorkcity gala kualalumpurmalaysia seanconnery catherinezeta-jones willpatton jonamiel romance drama mystery"
846,The X Files,bomb helicopter secret obsession extraterrestrialtechnology fbi spacemarine mutation secretsociety secretorganization secretlab x-files government davidduchovny gilliananderson mitchpileggi robbowman mystery sciencefiction thriller
9703,The Last Legion,romanempire emperor ancientrome westernromanempire ancientworld juliuscaesar colinfirth benkingsley aishwaryaraibachchan douglefler action adventure fantasy war
857,Saving Private Ryan,warcrimes selfsacrifice warveteran worldwarii warship airplane bravery normandy parachute troops waffenss omahabeach army cowardice americanflag warmemorial desertedtown military 1940s tomhanks mattdamon vindiesel stevenspielberg drama history war
136797,Need for Speed,streetrace supercars superspeed car basedonvideogame duringcreditsstinger 3d aaronpaul dominiccooper imogenpoots scottwaugh action crime drama thriller
3981,What Women Want,women telepathy supernaturalpowers advertisingexecutive womandirector helenhunt melgibson marisatomei nancymeyers comedy romance
425,Ice Age,humanevolution parentskidsrelationship squirrel ice lossofchild mammoth sloth dyinganddeath stoneage prehistoric saber-toothedtiger cavemen prehistoriccreature prehistoricadventure prehistorictimes prehistoricman rayromano johnleguizamo denisleary chriswedge animation comedy family adventure
6171,Dreamcatcher,religionandsupernatural morganfreeman thomasjane jasonlee lawrencekasdan drama horror sciencefiction thriller
72976,Lincoln,usapresident speech battlefield familyconflict mourning americancivilwar culturalconflict basedontrueevents battleofgettysburg secession presidentialcabinet gettysburgaddress conflagration ethicaldilemma emancipation abrahamlincoln danielday-lewis sallyfield davidstrathairn stevenspielberg history drama
603,The Matrix,savingtheworld artificialintelligence manvsmachine philosophy prophecy martialarts selfsacrifice fight insurgence virtualreality dystopia truth cyberpunk womandirector messiah gnosticism keanureeves laurencefishburne carrie-annemoss lillywachowski lanawachowski action sciencefiction
568,Apollo 13,moon florida nasa spaceman raceagainsttime houston basedontruestory space rescue survival disaster explosion astronaut imax saturnvrocket courage hypothermia apolloprogram capekennedy lunarmission spacecraftaccident tomhanks billpaxton kevinbacon ronhoward drama
9021,The Santa Clause 2,holiday christmasparty home santaclaus magic toy wish son sequel savingchristmas christmas timallen elizabethmitchell davidkrumholtz michaellembeck fantasy comedy family
82695,Les Misérables,france robbery brothel mayor star musical arrest army rebellion wedding fallinginlove corpse parole convict girldisguisedasboy hughjackman russellcrowe annehathaway tomhooper drama music romance
9489,You've Got Mail,romanticcomedy onlinedating womandirector tomhanks megryan katiesagona noraephron comedy romance
12133,Step Brothers,becominganadult autonomy childhoodtrauma hostility stepbrother slacker manchild aftercreditsstinger duringcreditsstinger willferrell johnc.reilly marysteenburgen adammckay comedy
9342,The Mask of Zorro,california spy hero horsebackriding swordfight revenge antoniobanderas anthonyhopkins catherinezeta-jones martincampbell action adventure
41733,Due Date,highway slacker hitchhiker wallet sunglasses reststop vicodin waffle robertdowneyjr. zachgalifianakis michellemonaghan toddphillips comedy drama
227306,Unbroken,worldwarii prisonersofwar biography sport war athlete womandirector olympicathlete jacko'connell domhnallgleeson garretthedlund angelinajolie drama war
5551,Space Cowboys,nasa spacetravel astronaut elderly clinteastwood tommyleejones donaldsutherland clinteastwood action adventure thriller
9350,Cliffhanger,rockymountains airplane hijacking suitcase climbing heist money snow mountainclimbing mountain sylvesterstallone johnlithgow michaelrooker rennyharlin action adventure thriller
9208,Broken Arrow,helicopter river captain underground mexicanstandoff countdown pilot fistfight canyon major betrayal gunfight train explosion parkranger desert military nucleardevice boxing stealthaircraft abandonedmine humvee johntravolta christianslater samanthamathis johnwoo action adventure drama thriller
4244,The Kid,agedifference midlifecrisis suppressedpast self-awareness childhoodmemory humor changingthepastorfuture brucewillis spencerbreslin emilymortimer jonturteltaub fantasy comedy family
1852,World Trade Center,terror runaway alarmclock hero firemen fireengine waronterror rescue marine hospital trapped rubble rescueteam nicolascage mariabello maggiegyllenhaal oliverstone drama history thriller
11820,Mona Lisa Smile,faculty arthistory rowing schoolnurse femininity teacherhero womensissues juliaroberts kirstendunst juliastiles mikenewell drama romance
76493,The Dictator,kurdish sachabaroncohen sayedbadreya aasifmandvi larrycharles comedy
345,Eyes Wide Shut,lifeanddeath sexualobsession freelove heterosexual christmasparty eroticism orgy maskedball marijuana illegalprostitution tomcruise nicolekidman madisoneginton stanleykubrick mystery drama
196867,Annie,musical orphan fosterchild quvenzhanéwallis jamiefoxx rosebyrne willgluck comedy drama family
256591,Focus,seduction conman femmefatale deception rivalry conartist willsmith margotrobbie rodrigosantoro glennficarra johnrequa romance comedy crime drama
59962,This Means War,lovetriangle friendship dating sushibar explodingairplane onlinedating stable karateclass dogshelter reesewitherspoon chrispine tomhardy mcg action comedy romance
36648,Blade: Trinity,fbi dracula fistfight vampirehunter superhero basedoncomicbook martialartsmaster motorcycle katanasword blade lossoffriend supervillain vampireslayer fastmotionscene femalevampire wesleysnipes kriskristofferson dominicpurcell davids.goyer sciencefiction action horror thriller adventure fantasy
1880,Red Dawn,guerrilla colorado invasion anti-communism nearfuture redarmy patrickswayze c.thomashowell leathompson johnmilius action thriller
9440,Primary Colors,whitehouse usapresident presidentialelection scandal georgew.bush extramaritalaffair johntravolta emmathompson billybobthornton mikenichols comedy drama
71679,Resident Evil: Retribution,mutant dystopia sequel conspiracy tokyojapan zombie basedonvideogame moscow handtohandcombat virus plague pandemic megacorporation millajovovich siennaguillory michellerodriguez paulw.s.anderson action horror sciencefiction
10483,Death Race,carrace dystopia matteroflifeanddeath prisonguard carsetonfire escapefromprison explodingbuilding vehiclecombat carcrash violence jasonstatham joanallen ianmcshane paulw.s.anderson action thriller sciencefiction
11412,The Long Kiss Goodnight,assassination amnesia hostage chase darkcomedy teacher escape singlemother timebomb candlelightvigil rogueagent streetshootout exciaagent christmasparade geenadavis samuell.jackson yvonnezima rennyharlin crime action mystery thriller
11983,Proof of Life,hostage newlove suspense agent megryan russellcrowe davidmorse taylorhackford action adventure drama romance thriller
6795,Zathura: A Space Adventure,adventure house alien giantrobot outerspace astronaut jonahbobo joshhutcherson daxshepard jonfavreau family fantasy sciencefiction adventure
550,Fight Club,supportgroup dualidentity nihilism rageandhate insomnia dystopia violence edwardnorton bradpitt meatloaf davidfincher drama
11170,We Are Marshall,americanfootball 1970s trainer college sport matthewmcconaughey matthewfox anthonymackie mcg drama
9292,Hudson Hawk,vatican leonardodavinci painting masterthief brucewillis dannyaiello andiemacdowell michaellehmann action adventure comedy
10783,Lucky Numbers,weatherforecast tvstation weather lottery wettermann debt womandirector johntravolta lisakudrow timroth noraephron action adventure comedy crime romance thriller
100241,"I, Frankenstein",soul queen antihero fantasy prince supernatural frankenstein goodvsevil gargoyles fighting demon dark imax 3d aaroneckhart yvonnestrahovski billnighy stuartbeattie horror thriller
257,Oliver Twist,londonengland childabuse streetgang runaway childlabour children'shome orphanage thief violence goodandbad child barneyclark benkingsley jamieforeman romanpolanski crime drama family
9947,Elektra,martialarts basedoncomicbook femaleassassin spinoff jennifergarner goranvisnjic willyunlee robbowman action fantasy
189,Sin City: A Dame to Kill For,detective dystopia dominatrix murder suspense twins basedongraphicnovel darkhorsecomics neo-noir 3d mickeyrourke jessicaalba joshbrolin robertrodriguez frankmiller crime thriller
12618,Random Hearts,infidelity politician airplanecrash death deathofhusband policesergeant deathofwife harrisonford kristinscottthomas charless.dutton sydneypollack drama romance
253412,Everest,mountains snowstorm hiking climbing snow death blizzard mountainclimbing basedontrueevents mounteverest 3d jasonclarke jakegyllenhaal joshbrolin baltasarkormákur adventure drama
1427,Perfume: The Story of a Murderer,paris femalenudity prostitute smalltown obsession orgy badsmell nudity lonewolf lavender nose childprodigy fishmarket daughter supernatural genius children'shome death perfume benwhishaw simonchandler davidcalder tomtykwer crime fantasy drama
818,Austin Powers in Goldmember,savingtheworld submarine brotherbrotherrelationship clone spy helicopter gold submachinegun asteroid undercover belgium dutch carjourney nightclub laser sumoringer familyhistory auto clowning overweightman conciliation jamesbondspoof duringcreditsstinger mikemyers beyoncéknowles sethgreen jayroach comedy crime sciencefiction
16577,Astro Boy,superhero nicolascage kristenbell billnighy davidbowers animation action family sciencefiction
329,Jurassic Park,exoticisland dna paleontology tyrannosaurusrex triceratops brontosaurus electricfence island dinosaur amusementpark themepark jurassicpark samneill lauradern jeffgoldblum stevenspielberg adventure sciencefiction
12160,Wyatt Earp,gunslinger gambling sheriff deputysheriff wretch wyattearp historicalfigure docholliday kevincostner dennisquaid genehackman lawrencekasdan drama action western
9331,Clear and Present Danger,assassination spy ambush cia helicopter basedonnovel usapresident sniper fbi colombia drugtraffic bomber missionofmurder mercenary insurgence coastguard spying war carbomb drugcartel conspiracy shootout infantry violence jackryan politicalcover-up harrisonford willemdafoe annearcher phillipnoyce action drama thriller
300168,Dragon Blade,jackiechan johncusack adrienbrody daniellee action drama adventure
9072,Little Man,baby adoption marriedcouple smallperson criminal marlonwayans shawnwayans kerrywashington keenenivorywayans comedy crime
3536,U-571,submarine worldwarii northatlantic mission matthewmcconaughey billpaxton harveykeitel jonathanmostow action drama thriller war
9087,The American President,whitehouse usapresident newlove widower wildlifeconservation michaeldouglas annettebening michaelj.fox robreiner comedy drama romance
12177,The Love Guru,sport icehockey guru comedy bollywood india spiritualist brokenheart self-help stanleycup chastity ashram expert mikemyers jessicaalba justintimberlake marcoschnabel comedy romance
12138,3000 Miles to Graceland,casino submachinegun hold-uprobbery elvis referencetoelvispresley duringcreditsstinger kurtrussell kevincostner courteneycox demianlichtenstein action adventure comedy thriller crime
273248,The Hateful Eight,bountyhunter wyoming mountains narration hangman stagecoach blizzard postcivilwar samuell.jackson kurtrussell jenniferjasonleigh quentintarantino crime drama mystery western
9955,Blades of Glory,competition olympicgames sport rivalry iceskating willferrell jonheder willarnett joshgordon willspeck action comedy drama
50359,Hop,coupd'etat slacker easter easterbunny aftercreditsstinger liveactionandanimation russellbrand jamesmarsden kaleycuoco timhill animation comedy family
1271,300,evisceration javelin shield army fallfromheight ancientworld s.a.t. minions gerardbutler lenaheadey dominicwest zacksnyder action adventure war
693,Meet the Fockers,cia parentskidsrelationship florida anti-authoritarianupbringing jew parents-in-law orderly justmarried sextherapy badfather-in-law family illegitimateson benstiller teripolo robertdeniro jayroach comedy romance
14306,Marley & Me,journalist basedonnovel puppy dog duringcreditsstinger columnist animallead owenwilson jenniferaniston ericdane davidfrankel comedy family
497,The Green Mile,southernusa blackpeople mentallydisabled basedonnovel heal deathrow jailguard greatdepression prisonguard electricchair magicrealism healing deathrowinmate 1930s tomhanks michaelclarkeduncan davidmorse frankdarabont fantasy drama crime
11199,Wild Hogs,midlifecrisis roadtrip politicallyincorrect motorcyclegang bikerfilm awkwardness travelwriter middleage middleagedman timallen johntravolta martinlawrence waltbecker action adventure comedy
9982,Chicken Little,fish smalltown spacemarine chicken alien bestfriend alieninvasion animal duringcreditsstinger 3d zachbraff joancusack danmolina markdindal animation family comedy
210577,Gone Girl,basedonnovel marriagecrisis disappearance cheatinghusband missingperson searchparty criminallawyer wifemurder murdersuspect missingwife benaffleck rosamundpike carriecoon davidfincher mystery thriller drama
2501,The Bourne Identity,paris barcelonaspain assassin basedonnovel secretidentity amnesia sniper passport missionofmurder lovers escape shootout footchase cellphone carchase multipleidentities surveillancecamera hamburggermany fishingboat langleyvirginia safedepositbox flashback handtohandcombat mattdamon frankapotente chriscooper dougliman action drama mystery thriller
710,GoldenEye,cuba falselyaccused secretidentity computervirus secretbase secretintelligenceservice kgb satellite specialcar cossack electromagneticpulse timebomb st.petersburgrussia ejectionseat redarmy piercebrosnan seanbean izabellascorupco martincampbell adventure action thriller
2275,The General's Daughter,suicide detective basedonnovel bondage general paranoia nudity u.s.army investigation politics cover-up murder betrayal conspiracy gangrape fatherdaughterrelationship videotape militarylaw johntravolta madeleinestowe jamescromwell simonwest crime drama mystery thriller
